gender,age_group,run,patients,patients_with_ddi
Male,90,40,68029,13252
Male,90,41,68029,10794
Male,90,42,68029,13184
Male,90,43,68029,23794
Male,90,44,68029,5526
Male,90,45,68029,6278
Male,90,46,68029,12903
Male,90,47,68029,9313
Male,90,48,68029,5890
Male,90,49,68029,8345
Male,90,50,68029,9576
Male,90,51,68029,22096
Male,90,52,68029,10271
Male,90,53,68029,12540
Male,90,54,68029,11524
Male,90,55,68029,7310
Male,90,56,68029,8885
Male,90,57,68029,6968
Male,90,58,68029,6028
Male,90,59,68029,10751
Male,90,60,68029,12390
Male,90,61,68029,15698
Male,90,62,68029,6023
Male,90,63,68029,9510
Male,90,64,68029,9453
Male,90,65,68029,3844
Male,90,66,68029,3893
Male,90,67,68029,10885
Male,90,68,68029,12889
Male,90,69,68029,17035
Male,90,70,68029,6553
Male,90,71,68029,8783
Male,90,72,68029,11365
Male,90,73,68029,10188
Male,90,74,68029,11124
Male,90,75,68029,14177
Male,90,76,68029,9900
Male,90,77,68029,13424
Male,90,78,68029,10424
Male,90,79,68029,3611
Male,90,80,68029,4829
Male,90,81,68029,12008
Male,90,82,68029,13807
Male,90,83,68029,14844
Male,90,84,68029,13647
Male,90,85,68029,29929
Male,90,86,68029,10115
Male,90,87,68029,14359
Male,90,88,68029,13506
Male,90,89,68029,6481
Male,90,90,68029,11332
Male,90,91,68029,5447
Male,90,92,68029,20630
Male,90,93,68029,14752
Male,90,94,68029,11363
Male,90,95,68029,18105
Male,90,96,68029,10408
Male,90,97,68029,13888
Male,90,98,68029,15099
Male,90,99,68029,6425
Male,90,100,68029,9683
